StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Luddy or not?,"other_department ","luddy_department ",sense of belonging _1,sense of belonging _2,sense of belonging _3,sense of belonging _4,sense of belonging _5,sense of belonging _6,sense of belonging _7,sense of belonging _8,sense of belonging _9,sense of belonging _10,sense of belonging _11,sense of belonging _12,sense of belonging _13,sense of belonging _14,sense of belonging _15,sense of belonging _16,Q19,Q12,Q13,Q15,Q16,Q17,Q14,Q6,Q10,Q10_4_TEXT,Q11,Q12,nationality,Q22
2022-09-18 18:51:13,2022-09-18 19:09:02,IP Address,68.50.32.164,100,1069,True,2022-09-18 19:09:02,R_XHcFByALghTe0h3,,,,,39.1397,-86.5141,anonymous,EN,"Yes, I am a student in the Luddy School",,Computer Science,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,CSCI-B 505 Applied Algorithms Online,Female,,Prefer not to say,No,,
2022-09-11 20:05:49,2022-09-11 20:09:50,IP Address,129.79.197.151,94,240,False,2022-09-18 20:09:54,R_2bK062aA0FRURTB,,,,,,,anonymous,EN,"Yes, I am a student in the Luddy School",,Informatics,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,The Information Society,Female,,White or Caucasian,No,,
2022-09-18 20:34:03,2022-09-18 20:37:54,IP Address,68.50.32.164,100,231,True,2022-09-18 20:37:54,R_1i8b0P3MjEzTqhT,,,,,39.1397,-86.5141,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Applied Algorithm,Female,,Asian,No,,
2022-09-18 21:49:19,2022-09-18 21:51:21,IP Address,68.54.132.164,100,122,True,2022-09-18 21:51:22,R_1n1rQjz7qmUyE68,,,,,39.1397,-86.5141,anonymous,EN,"Yes, I am a student in the Luddy School",,Computer Science,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,four years,Yes,Yes,Yes,Yes,Yes,Yes,CSCI-B 505,Male,,White or Caucasian,No,,
2022-09-19 07:43:13,2022-09-19 07:45:07,IP Address,98.59.25.222,100,114,True,2022-09-19 07:45:08,R_2P6gfnYh9zc7g0M,,,,,45.0702,-93.4556,anonymous,EN,"No, I am a student in another school/department",I am in Luddy,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,more than four years,Yes,Yes,Yes,Yes,Yes,Yes,Extra Credit for Applied Algorithms,Male,,White or Caucasian,No,,
2022-09-19 09:33:26,2022-09-19 09:45:03,IP Address,73.102.54.142,100,697,True,2022-09-19 09:45:03,R_cJ8GKxLBgLVY2K5,,,,,39.1397,-86.5141,anonymous,EN,"Yes, I am a student in the Luddy School",,Computer Science,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Applied Algorithm,Male,,Asian,No,,Q2LUD2F-1119
2022-09-19 10:02:41,2022-09-19 10:04:59,IP Address,201.150.98.146,100,138,True,2022-09-19 10:04:59,R_1MRM5eCzvgOArqT,,,,,11.0071,-74.8092,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,two years,Yes,No,Yes,No,Yes,Yes," APPLIED ALGORITHMS",Female,,Other,Yes,,
2022-09-19 12:14:23,2022-09-19 12:20:38,IP Address,129.79.197.138,100,374,True,2022-09-19 12:20:39,R_3MDvJz6kbZcUgDa,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,this is my first year,No,Yes,No,Yes,Yes,Yes,"Applied Machine Learning ",Male,,Asian,No,,Q2LUD2F-3914
2022-09-19 13:30:53,2022-09-19 13:34:59,IP Address,73.103.51.170,100,245,True,2022-09-19 13:34:59,R_3iF4TRN1xTyt8ue,,,,,39.1397,-86.5141,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,three years,Yes,No,No,Yes,Yes,No,applied algorithm,Prefer not to say,,Prefer not to say,No,,
2022-09-19 14:14:22,2022-09-19 14:17:53,IP Address,73.145.245.31,100,210,True,2022-09-19 14:17:53,R_1ptfRWQ0fV8MW7T,,,,,42.3761,-83.0775,anonymous,EN,"Yes, I am a student in the Luddy School",,Computer Science,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Applied algorithm,Male,,Asian,No,,
2022-09-19 14:29:42,2022-09-19 14:32:15,IP Address,129.79.197.70,100,152,True,2022-09-19 14:32:15,R_3iyyaQMcJb5pIZv,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,"Data Fluency ",Male,,Asian,No,,Q2LUD2F-3284
2022-09-19 14:29:38,2022-09-19 14:32:21,IP Address,129.79.197.169,100,163,True,2022-09-19 14:32:22,R_2foZfRjvvM8my9m,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Data Fluency,Male,,White or Caucasian,No,,
2022-09-19 14:30:55,2022-09-19 14:32:50,IP Address,129.79.197.25,100,114,True,2022-09-19 14:32:50,R_CfAHldOsaLfI1Gx,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Data Fluency,Male,,White or Caucasian,No,,
2022-09-19 14:30:03,2022-09-19 14:32:52,IP Address,129.79.197.97,100,169,True,2022-09-19 14:32:52,R_2PpaXGgRzodqKNU,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,"Data fluency ",Male,,Other,Yes,,Q2LUD2F-7420
2022-09-19 14:31:10,2022-09-19 14:33:09,IP Address,129.79.197.226,100,119,True,2022-09-19 14:33:10,R_22A1Bz6wvGAbxJr,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Informatics,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,I123,Female,,White or Caucasian,No,,Q2LUD2F-3050
2022-09-19 14:32:21,2022-09-19 14:34:02,IP Address,138.199.21.195,100,101,True,2022-09-19 14:34:02,R_2fJNl1hN1RCPtZd,,,,,35.6893,139.6899,anonymous,EN,"Yes, I am a student in the Luddy School",,Informatics,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,two years,Yes,No,Yes,Yes,Yes,Yes,I-I123 Intro to Data Fluency,Male,,White or Caucasian,No,,Q2LUD2F-4503
2022-09-19 14:29:31,2022-09-19 14:34:05,IP Address,129.79.197.57,100,273,True,2022-09-19 14:34:05,R_2DXFcoMq5yCHwmO,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,"Data Fluency - INFO-I 123 ",Male,,White or Caucasian,No,,Q2LUD2F-2007
2022-09-19 14:31:45,2022-09-19 14:34:07,IP Address,129.79.197.46,100,141,True,2022-09-19 14:34:07,R_0JTvrcfxsp2ouu5,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Data Fluency 10872,Male,,White or Caucasian,No,,
2022-09-19 14:31:30,2022-09-19 14:34:21,IP Address,129.79.197.19,100,171,True,2022-09-19 14:34:22,R_2AFJF10qAbO2twh,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,two years,Yes,Yes,Yes,Yes,Yes,Yes,Data Fluency,Male,,White or Caucasian,No,,
2022-09-19 14:31:43,2022-09-19 14:34:36,IP Address,149.159.196.231,100,172,True,2022-09-19 14:34:36,R_2CevK2TqA2ghHKv,,,,,39.1397,-86.5141,anonymous,EN,"No, I am a student in another school/department",Kelley School of Business,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Data Fluency (INFO-I-123),Male,,White or Caucasian,No,,Q2LUD2F-3114
2022-09-19 14:32:15,2022-09-19 14:34:37,IP Address,129.79.197.84,100,142,True,2022-09-19 14:34:38,R_2slH9LJKQ3Za1Xj,,,,,39.1707,-86.519,anonymous,EN,"No, I am a student in another school/department",Kelley,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,data fluency,Male,,Asian,No,,
2022-09-19 14:32:43,2022-09-19 14:34:43,IP Address,129.79.197.52,100,120,True,2022-09-19 14:34:44,R_1F4Kdhkqj6ia5OD,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,two years,Yes,No,Yes,Yes,Yes,Yes,INFO-I 123 Data Fluency,Female,,Asian,No,,
2022-09-19 14:32:36,2022-09-19 14:34:55,IP Address,129.79.197.248,100,138,True,2022-09-19 14:34:55,R_2e3T9krZtGISqeK,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Data Fluency,Male,,Asian,No,,Q2LUD2F-2584
2022-09-19 14:31:53,2022-09-19 14:35:40,IP Address,129.79.197.51,100,227,True,2022-09-19 14:35:41,R_pARPCOOpz29HMzf,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,this is my first year,Yes,No,Yes,Yes,Yes,Yes,Info-I 123: Data Fluency,Male,,White or Caucasian,No,,
2022-09-19 14:33:47,2022-09-19 14:35:48,IP Address,129.79.197.100,100,120,True,2022-09-19 14:35:49,R_Pufzu4hYjwdkilP,,,,,39.1707,-86.519,anonymous,EN,"No, I am a student in another school/department","Kelley School of Business ",,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Data Fluency- INFO-I123,Male,,Asian,No,,Q2LUD2F-5556
2022-09-19 14:32:08,2022-09-19 14:35:57,IP Address,129.79.197.253,100,229,True,2022-09-19 14:35:57,R_O2P6m7OysGKjDEJ,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Data Fluency,Male,,Asian,No,," Q2LUD2F-5202"
2022-09-19 14:30:18,2022-09-19 14:36:26,IP Address,129.79.197.190,100,368,True,2022-09-19 14:36:27,R_1nVkKoCKUtd5h84,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,INFO I123: Data Fluency,Female,,"White or Caucasian,Asian",No,,Q2LUD2F-5547
2022-09-19 14:34:12,2022-09-19 14:36:37,IP Address,129.79.197.146,100,145,True,2022-09-19 14:36:38,R_2rSGOodosvYy0rM,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,I123 Data Fluency,Male,,White or Caucasian,No,,
2022-09-19 14:34:46,2022-09-19 14:37:40,IP Address,129.79.197.30,100,174,True,2022-09-19 14:37:41,R_2TnNjg6WjFIdD1r,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Info-123,Male,,White or Caucasian,No,,Q2LUD2F-7300
2022-09-19 14:34:46,2022-09-19 14:37:43,IP Address,129.79.197.247,100,177,True,2022-09-19 14:37:43,R_29uJnqxfayNbTCY,,,,,39.1707,-86.519,anonymous,EN,"No, I am a student in another school/department",School of Education,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,two years,Yes,No,Yes,Yes,Yes,Yes,I123,Non-binary / third gender,,White or Caucasian,No,,Q2LUD2F-1684
2022-09-19 14:35:23,2022-09-19 14:37:44,IP Address,129.79.197.212,100,140,True,2022-09-19 14:37:45,R_sTmJF1XNh4ZJ6w1,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Data Fluency,Male,,White or Caucasian,No,,Q2LUD2F-6209
2022-09-19 14:30:10,2022-09-19 14:39:09,IP Address,129.79.197.238,100,538,True,2022-09-19 14:39:09,R_2asPHs2dvLterLc,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,"INFO123: Data Fluency ",Male,,White or Caucasian,Yes,,
2022-09-19 14:37:01,2022-09-19 14:39:47,IP Address,129.79.197.54,100,165,True,2022-09-19 14:39:48,R_a44LOV5egI2Qnlf,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Informatics,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,two years,Yes,Yes,Yes,Yes,Yes,Yes,data fluency,Female,,White or Caucasian,No,,Q2LUD2F-7189
2022-09-19 14:36:28,2022-09-19 14:40:00,IP Address,129.79.197.125,100,211,True,2022-09-19 14:40:00,R_yUwXHHr3ct8bW2l,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,"INFO-1 123  Data Fluency ",Male,,Other,Yes,,
2022-09-19 14:37:03,2022-09-19 14:40:19,IP Address,129.79.197.68,100,196,True,2022-09-19 14:40:20,R_3dXLg2ViJD4iSQ1,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,this is my first year,Yes,No,Yes,Yes,Yes,Yes,I123,Male,,White or Caucasian,No,,
2022-09-19 14:37:09,2022-09-19 14:40:51,IP Address,149.159.202.198,100,222,True,2022-09-19 14:40:52,R_2Vt4GJ2xznAq3Zh,,,,,39.1397,-86.5141,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Data Fluency,Female,,White or Caucasian,No,,
2022-09-19 14:38:44,2022-09-19 14:40:52,IP Address,129.79.197.42,100,128,True,2022-09-19 14:40:52,R_1oyYkV6sshkB5VI,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,two years,Yes,Yes,Yes,Yes,Yes,Yes,INFO I-123,Male,,White or Caucasian,No,," Q2LUD2F-3580"
2022-09-19 14:40:47,2022-09-19 14:42:56,IP Address,129.79.197.167,100,128,True,2022-09-19 14:42:58,R_1f14yRoS1Xquf1B,,,,,39.1707,-86.519,anonymous,EN,"No, I am a student in another school/department",Kelley,,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,this is my first year,Yes,No,Yes,Yes,Yes,Yes,Data Fluency,Male,,Asian,No,,Q2LUD2F-8258
2022-09-19 14:38:51,2022-09-19 14:43:01,IP Address,129.79.197.245,100,249,True,2022-09-19 14:43:02,R_3KUVLyQdx6Qgvq2,,,,,39.1707,-86.519,anonymous,EN,"No, I am a student in another school/department",O'neill,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,two years,Yes,Yes,Yes,Yes,Yes,Yes,Data Fluency,Male,,White or Caucasian,No,,
2022-09-19 14:41:25,2022-09-19 14:43:39,IP Address,129.79.197.101,100,133,True,2022-09-19 14:43:40,R_1jd2aNG8sQxI3mr,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Data Fluency,Male,,White or Caucasian,No,,
2022-09-19 14:41:55,2022-09-19 14:43:58,IP Address,129.79.197.153,100,122,True,2022-09-19 14:43:58,R_CmlppMveJFAld6x,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Data Science,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,this is my first year,Yes,Yes,Yes,Yes,Yes,Yes,Info I-123 (data fluency),Male,,Asian,No,,
2022-09-19 14:42:03,2022-09-19 14:44:55,IP Address,129.79.197.152,100,171,True,2022-09-19 14:44:56,R_1kGM2wk1YSfJm7M,,,,,39.1707,-86.519,anonymous,EN,"Yes, I am a student in the Luddy School",,Informatics,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,two years,Yes,No,Yes,Yes,Yes,Yes,"DATA fluency ",Male,,White or Caucasian,No,," Q2LUD2F-4676"
2022-09-19 14:45:12,2022-09-19 14:46:18,IP Address,129.79.197.127,100,65,True,2022-09-19 14:46:18,R_2ypVxASM5UvyLr3,,,,,39.1707,-86.519,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
